transactions,item,date,time,month,day,period_day,weekday_weekend
3164,Coffee,21/07/2017,2:58:00,July,Friday,night,weekday
3165,Bread,21/07/2017,3:58:00,July,Friday,night,weekday
3165,Pastry,21/07/2017,4:58:00,July,Friday,night,weekday
3165,Medialuna,21/07/2017,5:58:00,July,Friday,morning,weekday
3166,Alfajores,21/07/2017,6:58:00,July,Friday,morning,weekday
3166,Pastry,21/07/2017,7:58:00,July,Friday,morning,weekday
3167,Medialuna,21/07/2017,8:58:00,July,Friday,morning,weekday
3167,Toast,21/07/2017,9:58:00,July,Friday,morning,weekday
3167,Coffee,21/07/2017,10:58:00,July,Friday,morning,weekday
3168,Bread,21/07/2017,11:58:00,July,Friday,morning,weekday
3168,Tea,21/07/2017,12:58:00,July,Friday,afternoon,weekday
3168,Pastry,21/07/2017,13:58:00,July,Friday,afternoon,weekday
3169,Bread,21/07/2017,14:58:00,July,Friday,afternoon,weekday
3170,Coffee,21/07/2017,15:58:00,July,Friday,afternoon,weekday
3171,Bread,21/07/2017,16:58:00,July,Friday,afternoon,weekday
3171,Hot chocolate,21/07/2017,17:58:00,July,Friday,evening,weekday
3172,Bread,21/07/2017,18:58:00,July,Friday,evening,weekday
3173,Pastry,21/07/2017,19:58:00,July,Friday,evening,weekday
3174,Coffee,21/07/2017,20:58:00,July,Friday,evening,weekday
3174,Coffee,21/07/2017,21:58:00,July,Friday,night,weekday
3175,Bread,21/07/2017,22:58:00,July,Friday,night,weekday
3176,Coffee,21/07/2017,23:58:00,July,Friday,night,weekday
3176,Hot chocolate,22/07/2017,0:58:00,July,Saturday,night,weekday
3177,Farm House,22/07/2017,1:58:00,July,Saturday,night,weekday
3178,Coffee,22/07/2017,2:58:00,July,Saturday,night,weekday
3179,Coffee,22/07/2017,3:58:00,July,Saturday,night,weekday
3179,Coffee,22/07/2017,4:58:00,July,Saturday,night,weekday
3180,Coffee,22/07/2017,5:58:00,July,Saturday,morning,weekday
3181,Dulce de Leche,22/07/2017,6:58:00,July,Saturday,morning,weekday
3182,Pastry,22/07/2017,7:58:00,July,Saturday,morning,weekday
3182,Farm House,22/07/2017,8:58:00,July,Saturday,morning,weekday
3183,Bread,22/07/2017,9:58:00,July,Saturday,morning,weekday
3183,Vegan mincepie,22/07/2017,10:58:00,July,Saturday,morning,weekday
3183,Bread,22/07/2017,11:58:00,July,Saturday,morning,weekday
3184,Bread,22/07/2017,12:58:00,July,Saturday,afternoon,weekday
3185,Coffee,22/07/2017,13:58:00,July,Saturday,afternoon,weekday
3185,Hot chocolate,22/07/2017,14:58:00,July,Saturday,afternoon,weekday
3185,Pastry,22/07/2017,15:58:00,July,Saturday,afternoon,weekday
3186,Coffee,22/07/2017,16:58:00,July,Saturday,afternoon,weekday
3186,Vegan mincepie,22/07/2017,17:58:00,July,Saturday,evening,weekday
3186,Pastry,22/07/2017,18:58:00,July,Saturday,evening,weekday
3187,Bread,22/07/2017,19:58:00,July,Saturday,evening,weekday
3188,Bread,22/07/2017,20:58:00,July,Saturday,evening,weekday
3188,Bread,22/07/2017,21:58:00,July,Saturday,night,weekday
3189,Coffee,22/07/2017,22:58:00,July,Saturday,night,weekday
3189,Hot chocolate,22/07/2017,23:58:00,July,Saturday,night,weekday
3190,Bread,23/07/2017,0:58:00,July,Sunday,night,weekday
3190,Sandwich,23/07/2017,1:58:00,July,Sunday,night,weekday
3190,Coffee,23/07/2017,2:58:00,July,Sunday,night,weekday
3191,Bread,23/07/2017,3:58:00,July,Sunday,night,weekday
3192,Coffee,23/07/2017,4:58:00,July,Sunday,night,weekday
3192,Coffee,23/07/2017,5:58:00,July,Sunday,morning,weekday
3192,Hot chocolate,23/07/2017,6:58:00,July,Sunday,morning,weekday
3193,Coffee,23/07/2017,7:58:00,July,Sunday,morning,weekday
3194,Coffee,23/07/2017,8:58:00,July,Sunday,morning,weekday
3195,Sandwich,23/07/2017,9:58:00,July,Sunday,morning,weekday
3195,Coke,23/07/2017,10:58:00,July,Sunday,morning,weekday
3196,Coffee,23/07/2017,11:58:00,July,Sunday,morning,weekday
3197,Coffee,23/07/2017,12:58:00,July,Sunday,afternoon,weekday
3197,Bread,23/07/2017,13:58:00,July,Sunday,afternoon,weekday
3198,Bread,23/07/2017,14:58:00,July,Sunday,afternoon,weekday
3199,Coffee,23/07/2017,15:58:00,July,Sunday,afternoon,weekday
3200,Coffee,23/07/2017,16:58:00,July,Sunday,afternoon,weekday
3200,Coffee,23/07/2017,17:58:00,July,Sunday,evening,weekday
3201,Coffee,23/07/2017,18:58:00,July,Sunday,evening,weekday
3201,Fudge,23/07/2017,19:58:00,July,Sunday,evening,weekday
3202,Coffee,23/07/2017,20:58:00,July,Sunday,evening,weekday
3202,Sandwich,23/07/2017,21:58:00,July,Sunday,night,weekday
3202,Tea,23/07/2017,22:58:00,July,Sunday,night,weekday
3202,Bread,23/07/2017,23:58:00,July,Sunday,night,weekday
3203,Coffee,24/07/2017,0:58:00,July,Monday,night,weekday
3203,Coffee,24/07/2017,1:58:00,July,Monday,night,weekday
3203,Sandwich,24/07/2017,2:58:00,July,Monday,night,weekday
3204,Bread,24/07/2017,3:58:00,July,Monday,night,weekday
3205,Bread,24/07/2017,4:58:00,July,Monday,night,weekday
3205,Coffee,24/07/2017,5:58:00,July,Monday,morning,weekday
3206,Coffee,24/07/2017,6:58:00,July,Monday,morning,weekday
3206,Coffee,24/07/2017,7:58:00,July,Monday,morning,weekday
3206,Hot chocolate,24/07/2017,8:58:00,July,Monday,morning,weekday
3207,Fudge,24/07/2017,9:58:00,July,Monday,morning,weekday
3208,Coffee,24/07/2017,10:58:00,July,Monday,morning,weekday
3209,Coffee,24/07/2017,11:58:00,July,Monday,morning,weekday
3209,Bread,24/07/2017,12:58:00,July,Monday,afternoon,weekday
3210,Bread,24/07/2017,13:58:00,July,Monday,afternoon,weekday
3210,Bread,24/07/2017,14:58:00,July,Monday,afternoon,weekday
3211,Cookies,24/07/2017,15:58:00,July,Monday,afternoon,weekday
3212,Bread,24/07/2017,16:58:00,July,Monday,afternoon,weekday
3213,Coffee,24/07/2017,17:58:00,July,Monday,evening,weekday
3213,Bread,24/07/2017,18:58:00,July,Monday,evening,weekday
3213,Bread,24/07/2017,19:58:00,July,Monday,evening,weekday
3213,Alfajores,24/07/2017,20:58:00,July,Monday,evening,weekday
3214,Tea,24/07/2017,21:58:00,July,Monday,night,weekday
3215,Bare Popcorn,24/07/2017,22:58:00,July,Monday,night,weekday
3216,Farm House,25/07/2017,0:58:00,July,Tuesday,night,weekday
3217,Bread,25/07/2017,1:58:00,July,Tuesday,night,weekday
3217,Fudge,25/07/2017,2:58:00,July,Tuesday,night,weekday
3217,Pastry,25/07/2017,3:58:00,July,Tuesday,night,weekday
3218,Hot chocolate,25/07/2017,4:58:00,July,Tuesday,night,weekday
3219,Tea,25/07/2017,5:58:00,July,Tuesday,morning,weekday
3219,Vegan mincepie,25/07/2017,6:58:00,July,Tuesday,morning,weekday
3219,Jammie Dodgers,25/07/2017,7:58:00,July,Tuesday,morning,weekday
3219,Coffee,25/07/2017,8:58:00,July,Tuesday,morning,weekday
3219,Medialuna,25/07/2017,9:58:00,July,Tuesday,morning,weekday
3220,Coffee,25/07/2017,10:58:00,July,Tuesday,morning,weekday
3221,Hot chocolate,25/07/2017,11:58:00,July,Tuesday,morning,weekday
3221,Coffee,25/07/2017,12:58:00,July,Tuesday,afternoon,weekday
3222,Bread,25/07/2017,13:58:00,July,Tuesday,afternoon,weekday
3223,Vegan mincepie,25/07/2017,14:58:00,July,Tuesday,afternoon,weekday
3224,Medialuna,25/07/2017,15:58:00,July,Tuesday,afternoon,weekday
3224,Dulce de Leche,25/07/2017,16:58:00,July,Tuesday,afternoon,weekday
3225,Muesli,25/07/2017,17:58:00,July,Tuesday,evening,weekday
3226,Muesli,25/07/2017,18:58:00,July,Tuesday,evening,weekday
3227,Coffee,25/07/2017,19:58:00,July,Tuesday,evening,weekday
3227,Jam,25/07/2017,20:58:00,July,Tuesday,evening,weekday
3227,Jam,25/07/2017,21:58:00,July,Tuesday,night,weekday
3228,Bread,25/07/2017,22:58:00,July,Tuesday,night,weekday
3228,Toast,25/07/2017,23:58:00,July,Tuesday,night,weekday
3229,Bread,26/07/2017,0:58:00,July,Wednesday,night,weekday
3229,Toast,26/07/2017,1:58:00,July,Wednesday,night,weekday
3230,Coffee,26/07/2017,2:58:00,July,Wednesday,night,weekday
3231,Jammie Dodgers,26/07/2017,3:58:00,July,Wednesday,night,weekday
3231,Vegan mincepie,26/07/2017,4:58:00,July,Wednesday,night,weekday
3232,Coffee,26/07/2017,5:58:00,July,Wednesday,morning,weekday
3233,Bread,26/07/2017,6:58:00,July,Wednesday,morning,weekday
3234,Coffee,26/07/2017,7:58:00,July,Wednesday,morning,weekday
3234,Coffee,26/07/2017,8:58:00,July,Wednesday,morning,weekday
3234,Bread,26/07/2017,9:58:00,July,Wednesday,morning,weekday
3235,Tea,26/07/2017,10:58:00,July,Wednesday,morning,weekday
3236,Coffee,26/07/2017,11:58:00,July,Wednesday,morning,weekday
3237,Coffee,26/07/2017,12:58:00,July,Wednesday,afternoon,weekday
3237,Coffee,26/07/2017,13:58:00,July,Wednesday,afternoon,weekday
3237,Juice,26/07/2017,14:58:00,July,Wednesday,afternoon,weekday
3237,Farm House,26/07/2017,15:58:00,July,Wednesday,afternoon,weekday
3238,Coffee,26/07/2017,16:58:00,July,Wednesday,afternoon,weekday
3238,Pastry,26/07/2017,17:58:00,July,Wednesday,evening,weekday
3239,Bread,26/07/2017,18:58:00,July,Wednesday,evening,weekday
3240,Coffee,26/07/2017,19:58:00,July,Wednesday,evening,weekday
3241,Coffee,26/07/2017,20:58:00,July,Wednesday,evening,weekday
3242,Coffee,26/07/2017,21:58:00,July,Wednesday,night,weekday
3243,Tea,26/07/2017,22:58:00,July,Wednesday,night,weekday
3243,Pastry,26/07/2017,23:58:00,July,Wednesday,night,weekday
3244,Cookies,27/07/2017,0:58:00,July,Thursday,night,weekday
3244,Coffee,27/07/2017,1:58:00,July,Thursday,night,weekday
3244,Coffee,27/07/2017,2:58:00,July,Thursday,night,weekday
3244,Toast,27/07/2017,3:58:00,July,Thursday,night,weekday
3245,Pastry,27/07/2017,4:58:00,July,Thursday,night,weekday
3245,Tea,27/07/2017,5:58:00,July,Thursday,morning,weekday
3246,Tea,27/07/2017,6:58:00,July,Thursday,morning,weekday
3246,Coffee,27/07/2017,7:58:00,July,Thursday,morning,weekday
3246,Coffee,27/07/2017,8:58:00,July,Thursday,morning,weekday
3246,Toast,27/07/2017,9:58:00,July,Thursday,morning,weekday
3247,Bread,27/07/2017,10:58:00,July,Thursday,morning,weekday
3248,Bread,27/07/2017,11:58:00,July,Thursday,morning,weekday
3249,Coffee,27/07/2017,12:58:00,July,Thursday,afternoon,weekday
3250,Coffee,27/07/2017,13:58:00,July,Thursday,afternoon,weekday
3250,Coffee,27/07/2017,14:58:00,July,Thursday,afternoon,weekday
3251,Pastry,27/07/2017,15:58:00,July,Thursday,afternoon,weekday
3252,Bread,27/07/2017,16:58:00,July,Thursday,afternoon,weekday
3253,Scandinavian,27/07/2017,17:58:00,July,Thursday,evening,weekday
3253,Coffee,27/07/2017,18:58:00,July,Thursday,evening,weekday
3253,Alfajores,27/07/2017,19:58:00,July,Thursday,evening,weekday
3255,Truffles,27/07/2017,20:58:00,July,Thursday,evening,weekday
3255,Bread,27/07/2017,22:58:00,July,Thursday,night,weekday
3256,Tea,27/07/2017,23:58:00,July,Thursday,night,weekday
3256,Fudge,28/07/2017,0:58:00,July,Friday,night,weekday
3256,Fudge,28/07/2017,1:58:00,July,Friday,night,weekday
3256,Jam,28/07/2017,2:58:00,July,Friday,night,weekday
3256,Juice,28/07/2017,3:58:00,July,Friday,night,weekday
3257,Cake,28/07/2017,5:58:00,July,Friday,morning,weekday
3258,Bread,28/07/2017,6:58:00,July,Friday,morning,weekday
3258,Cookies,28/07/2017,7:58:00,July,Friday,morning,weekday
3259,Coffee,28/07/2017,8:58:00,July,Friday,morning,weekday
3259,Cake,28/07/2017,9:58:00,July,Friday,morning,weekday
3260,Coffee,28/07/2017,10:58:00,July,Friday,morning,weekday
3260,Tea,28/07/2017,11:58:00,July,Friday,morning,weekday
3260,Toast,28/07/2017,12:58:00,July,Friday,afternoon,weekday
3261,Truffles,28/07/2017,13:58:00,July,Friday,afternoon,weekday
3262,Bread,28/07/2017,14:58:00,July,Friday,afternoon,weekday
3263,Coffee,28/07/2017,15:58:00,July,Friday,afternoon,weekday
3264,Bread,28/07/2017,16:58:00,July,Friday,afternoon,weekday
3265,Bread,28/07/2017,17:58:00,July,Friday,evening,weekday
3266,Truffles,28/07/2017,18:58:00,July,Friday,evening,weekday
3267,Toast,28/07/2017,19:58:00,July,Friday,evening,weekday
3267,Bread,28/07/2017,20:58:00,July,Friday,evening,weekday
3267,Tea,28/07/2017,21:58:00,July,Friday,night,weekday
3267,Cookies,28/07/2017,22:58:00,July,Friday,night,weekday
3268,Sandwich,28/07/2017,23:58:00,July,Friday,night,weekday
3268,Coffee,29/07/2017,0:58:00,July,Saturday,night,weekday
3268,Coffee,29/07/2017,1:58:00,July,Saturday,night,weekday
3270,Bread,29/07/2017,2:58:00,July,Saturday,night,weekday
3270,Sandwich,29/07/2017,3:58:00,July,Saturday,night,weekday
3271,Alfajores,29/07/2017,4:58:00,July,Saturday,night,weekday
3272,Scone,29/07/2017,5:58:00,July,Saturday,morning,weekday
3274,Bread,29/07/2017,6:58:00,July,Saturday,morning,weekday
3274,Coffee,29/07/2017,7:58:00,July,Saturday,morning,weekday
3274,Alfajores,29/07/2017,8:58:00,July,Saturday,morning,weekday
3274,Vegan mincepie,29/07/2017,9:58:00,July,Saturday,morning,weekday
3275,Fudge,29/07/2017,10:58:00,July,Saturday,morning,weekday
3276,Jam,29/07/2017,11:58:00,July,Saturday,morning,weekday
3277,Coffee,29/07/2017,12:58:00,July,Saturday,afternoon,weekday
3277,Pastry,29/07/2017,13:58:00,July,Saturday,afternoon,weekday
3277,Jam,29/07/2017,14:58:00,July,Saturday,afternoon,weekday
3278,Coffee,29/07/2017,15:58:00,July,Saturday,afternoon,weekday
3279,Tea,29/07/2017,16:58:00,July,Saturday,afternoon,weekday
3279,Bread,29/07/2017,17:58:00,July,Saturday,evening,weekday
3279,Bread,29/07/2017,18:58:00,July,Saturday,evening,weekday
3279,Fudge,29/07/2017,19:58:00,July,Saturday,evening,weekday
3280,Bread,29/07/2017,20:58:00,July,Saturday,evening,weekday
3280,Sandwich,29/07/2017,21:58:00,July,Saturday,night,weekday
3281,Farm House,29/07/2017,22:58:00,July,Saturday,night,weekday
3282,Coffee,29/07/2017,23:58:00,July,Saturday,night,weekday
3283,Jam,30/07/2017,0:58:00,July,Sunday,night,weekday
3283,Jam,30/07/2017,1:58:00,July,Sunday,night,weekday
3284,Brownie,30/07/2017,2:58:00,July,Sunday,night,weekday
3284,Coffee,30/07/2017,3:58:00,July,Sunday,night,weekday
3285,Tea,30/07/2017,4:58:00,July,Sunday,night,weekday
3285,Sandwich,30/07/2017,5:58:00,July,Sunday,morning,weekday
3285,Bread,30/07/2017,6:58:00,July,Sunday,morning,weekday
3286,Tea,30/07/2017,7:58:00,July,Sunday,morning,weekday
3287,Sandwich,30/07/2017,8:58:00,July,Sunday,morning,weekday
3287,Tea,30/07/2017,9:58:00,July,Sunday,morning,weekday
3288,Coffee,30/07/2017,10:58:00,July,Sunday,morning,weekday
3289,Coffee,30/07/2017,11:58:00,July,Sunday,morning,weekday
3290,Bread,30/07/2017,12:58:00,July,Sunday,afternoon,weekday
3291,Tea,30/07/2017,13:58:00,July,Sunday,afternoon,weekday
3291,Brownie,30/07/2017,14:58:00,July,Sunday,afternoon,weekday
3292,Jam,30/07/2017,15:58:00,July,Sunday,afternoon,weekday
3293,Jam,30/07/2017,16:58:00,July,Sunday,afternoon,weekday
3294,Cookies,30/07/2017,17:58:00,July,Sunday,evening,weekday
3294,Sandwich,30/07/2017,18:58:00,July,Sunday,evening,weekday
3294,Juice,30/07/2017,19:58:00,July,Sunday,evening,weekday
3295,Tea,30/07/2017,20:58:00,July,Sunday,evening,weekday
3295,Pastry,30/07/2017,21:58:00,July,Sunday,night,weekday
3296,Farm House,30/07/2017,22:58:00,July,Sunday,night,weekday
3297,Scone,30/07/2017,23:58:00,July,Sunday,night,weekday
3297,Coffee,31/07/2017,0:58:00,July,Monday,night,weekday
3298,Coffee,31/07/2017,1:58:00,July,Monday,night,weekday
3298,Coffee,31/07/2017,2:58:00,July,Monday,night,weekday
3299,Coffee,31/07/2017,3:58:00,July,Monday,night,weekday
3299,Coffee,31/07/2017,4:58:00,July,Monday,night,weekday
3299,Vegan mincepie,31/07/2017,5:58:00,July,Monday,morning,weekday
3300,Bread,31/07/2017,6:58:00,July,Monday,morning,weekday
3300,Scone,31/07/2017,7:58:00,July,Monday,morning,weekday
3301,Farm House,31/07/2017,8:58:00,July,Monday,morning,weekday
3301,Scone,31/07/2017,9:58:00,July,Monday,morning,weekday
3303,Coffee,31/07/2017,10:58:00,July,Monday,morning,weekday
3303,Brownie,31/07/2017,11:58:00,July,Monday,morning,weekday
3304,Coffee,31/07/2017,12:58:00,July,Monday,afternoon,weekday
3304,Tea,31/07/2017,13:58:00,July,Monday,afternoon,weekday
3305,Coffee,31/07/2017,14:58:00,July,Monday,afternoon,weekday
3306,Tea,31/07/2017,15:58:00,July,Monday,afternoon,weekday
3306,Coffee,31/07/2017,16:58:00,July,Monday,afternoon,weekday
3307,Bread,31/07/2017,17:58:00,July,Monday,evening,weekday
3309,Coffee,31/07/2017,18:58:00,July,Monday,evening,weekday
3309,Coffee,31/07/2017,19:58:00,July,Monday,evening,weekday
3309,Coffee,31/07/2017,20:58:00,July,Monday,evening,weekday
3309,Alfajores,31/07/2017,21:58:00,July,Monday,night,weekday
3310,Farm House,31/07/2017,22:58:00,July,Monday,night,weekend
3310,Medialuna,31/07/2017,23:58:00,July,Monday,night,weekend
3310,Pastry,1/08/2017,0:58:00,August,Tuesday,night,weekend
3311,Bread,1/08/2017,1:58:00,August,Tuesday,night,weekend
3312,Bread,1/08/2017,2:58:00,August,Tuesday,night,weekend
3313,Coffee,1/08/2017,3:58:00,August,Tuesday,night,weekend
3313,Pastry,1/08/2017,4:58:00,August,Tuesday,night,weekend
3314,Bread,1/08/2017,5:58:00,August,Tuesday,morning,weekend
3315,Bread,1/08/2017,6:58:00,August,Tuesday,morning,weekend
3315,Bread,1/08/2017,7:58:00,August,Tuesday,morning,weekend
3315,Pastry,1/08/2017,8:58:00,August,Tuesday,morning,weekend
3316,Medialuna,1/08/2017,9:58:00,August,Tuesday,morning,weekend
3316,Fudge,1/08/2017,10:58:00,August,Tuesday,morning,weekend
3317,Bread,1/08/2017,11:58:00,August,Tuesday,morning,weekend
3318,Coffee,1/08/2017,12:58:00,August,Tuesday,afternoon,weekend
3318,Scone,1/08/2017,13:58:00,August,Tuesday,afternoon,weekend
3318,Juice,1/08/2017,14:58:00,August,Tuesday,afternoon,weekend
3319,Coffee,1/08/2017,15:58:00,August,Tuesday,afternoon,weekend
3320,Tea,1/08/2017,16:58:00,August,Tuesday,afternoon,weekend
3320,Scone,1/08/2017,17:58:00,August,Tuesday,evening,weekend
3320,Lemon and coconut,1/08/2017,18:58:00,August,Tuesday,evening,weekend
3321,Jam,1/08/2017,19:58:00,August,Tuesday,evening,weekend
3321,Cookies,1/08/2017,20:58:00,August,Tuesday,evening,weekend
3321,Fudge,1/08/2017,21:58:00,August,Tuesday,night,weekend
3322,Bread,1/08/2017,22:58:00,August,Tuesday,night,weekend
3323,Scandinavian,1/08/2017,23:58:00,August,Tuesday,night,weekend
3324,Coffee,2/08/2017,0:58:00,August,Wednesday,night,weekend
3324,Cookies,2/08/2017,1:58:00,August,Wednesday,night,weekend
3324,Juice,2/08/2017,2:58:00,August,Wednesday,night,weekend
3325,Hot chocolate,2/08/2017,3:58:00,August,Wednesday,night,weekend
3325,Coffee,2/08/2017,4:58:00,August,Wednesday,night,weekend
3325,Bread,2/08/2017,5:58:00,August,Wednesday,morning,weekend
3325,Bread,2/08/2017,6:58:00,August,Wednesday,morning,weekend
3325,Vegan mincepie,2/08/2017,7:58:00,August,Wednesday,morning,weekend
3326,Jam,2/08/2017,8:58:00,August,Wednesday,morning,weekend
3327,Bread,2/08/2017,9:58:00,August,Wednesday,morning,weekend
3328,Coffee,2/08/2017,10:58:00,August,Wednesday,morning,weekend
3328,Coffee,2/08/2017,11:58:00,August,Wednesday,morning,weekend
3329,Dulce de Leche,2/08/2017,12:58:00,August,Wednesday,afternoon,weekend
3329,Scandinavian,2/08/2017,13:58:00,August,Wednesday,afternoon,weekend
3329,Alfajores,2/08/2017,14:58:00,August,Wednesday,afternoon,weekend
3330,Coffee,2/08/2017,15:58:00,August,Wednesday,afternoon,weekend
3330,Bread,2/08/2017,16:58:00,August,Wednesday,afternoon,weekend
3330,Pastry,2/08/2017,17:58:00,August,Wednesday,evening,weekend
3330,Medialuna,2/08/2017,18:58:00,August,Wednesday,evening,weekend
3330,Farm House,2/08/2017,19:58:00,August,Wednesday,evening,weekend
3331,Hot chocolate,2/08/2017,20:58:00,August,Wednesday,evening,weekend
3331,Scone,2/08/2017,21:58:00,August,Wednesday,night,weekend
3332,Fudge,2/08/2017,22:58:00,August,Wednesday,night,weekend
3332,Jam,2/08/2017,23:58:00,August,Wednesday,night,weekend
3332,Bread,3/08/2017,0:58:00,August,Thursday,night,weekend
3332,Farm House,3/08/2017,1:58:00,August,Thursday,night,weekend
3333,Coffee,3/08/2017,2:58:00,August,Thursday,night,weekend
3333,The Nomad,3/08/2017,3:58:00,August,Thursday,night,weekend
3334,Vegan mincepie,3/08/2017,4:58:00,August,Thursday,night,weekend
3335,Bread,3/08/2017,5:58:00,August,Thursday,morning,weekend
3336,Bread,3/08/2017,6:58:00,August,Thursday,morning,weekend
3337,Bread,3/08/2017,7:58:00,August,Thursday,morning,weekend
3337,Scone,3/08/2017,8:58:00,August,Thursday,morning,weekend
3338,Cake,3/08/2017,9:58:00,August,Thursday,morning,weekend
3339,Bread,3/08/2017,10:58:00,August,Thursday,morning,weekend
3340,Vegan mincepie,3/08/2017,11:58:00,August,Thursday,morning,weekend
3340,Cake,3/08/2017,12:58:00,August,Thursday,afternoon,weekend
3340,Coffee,3/08/2017,13:58:00,August,Thursday,afternoon,weekend
3340,Coffee,3/08/2017,14:58:00,August,Thursday,afternoon,weekend
3340,Coffee,3/08/2017,15:58:00,August,Thursday,afternoon,weekend
3341,Coffee,3/08/2017,16:58:00,August,Thursday,afternoon,weekend
3341,Coffee,3/08/2017,17:58:00,August,Thursday,evening,weekend
3341,Medialuna,3/08/2017,18:58:00,August,Thursday,evening,weekend
3342,Bread,3/08/2017,19:58:00,August,Thursday,evening,weekend
3343,Jam,3/08/2017,20:58:00,August,Thursday,evening,weekend
3344,Medialuna,3/08/2017,21:58:00,August,Thursday,night,weekend
3344,Pastry,3/08/2017,22:58:00,August,Thursday,night,weekend
3344,Coffee,3/08/2017,23:58:00,August,Thursday,night,weekend
3344,Coffee,4/08/2017,0:58:00,August,Friday,night,weekend
3344,Coffee,4/08/2017,1:58:00,August,Friday,night,weekend
3346,Bread,4/08/2017,2:58:00,August,Friday,night,weekend
3347,Bread,4/08/2017,3:58:00,August,Friday,night,weekend
3348,Bread,4/08/2017,4:58:00,August,Friday,night,weekend
3348,Scone,4/08/2017,5:58:00,August,Friday,morning,weekend
3348,Bread,4/08/2017,6:58:00,August,Friday,morning,weekend
3348,The Nomad,4/08/2017,7:58:00,August,Friday,morning,weekend
3349,Coffee,4/08/2017,8:58:00,August,Friday,morning,weekend
3349,Tea,4/08/2017,9:58:00,August,Friday,morning,weekend
3350,Bread,4/08/2017,10:58:00,August,Friday,morning,weekend
